id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
3810,0,3,1,4,1,0,0,0,0,1,0,0,0,0,0,13,0,1,0,0.6,1.1,1.321693989,10,1,-1,8,1,11,1,1,0,1,24,2,0.529150262,1.181958034,0.5399074,3.16227766,0.8,0.4,0.1,3,4,8,5,9,2,6,6,0,3,4,0,0,1,0,0,0
3812,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.4,0.1,-1,7,1,-1,0,-1,1,1,1,2,1,40,2,0.423792402,0.67728798,0.385356977,2.645751311,0.7,0.8,0,3,1,7,3,9,4,9,7,2,3,9,1,0,1,0,0,1
3815,0,1,2,5,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0.9,0.9,1.120546742,11,1,-1,0,-1,6,1,1,2,1,26,3,0.374165739,0.586698284,0.390768474,2.645751311,0.9,0.8,0.5,5,2,8,3,8,3,8,6,1,2,5,0,1,0,0,0,0
3816,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.2,0.487980532,6,1,-1,0,0,0,1,1,0,1,39,1,0.316069613,0.711287391,0.374432905,3.16227766,0.5,0.2,0.8,3,1,6,4,9,4,8,3,0,4,6,0,0,1,0,0,0
3818,0,7,1,8,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0.5,0,0.441588043,6,1,-1,0,1,1,1,1,0,1,85,3,0.374165739,0.760423436,0.397492138,3.16227766,0.5,0.7,0.5,4,2,10,2,12,0,11,8,0,3,10,0,1,0,1,1,0
3824,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0.9,0.2,0.675462804,7,0,-1,0,-1,10,1,1,1,1,83,2,0.424264069,1.064935105,0.400998753,3.31662479,0.2,0.6,0.2,2,2,10,4,6,4,8,4,1,3,5,0,1,1,0,1,0
3827,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.8,1.2,0.804285397,7,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.675439863,0.358329457,3.31662479,0.7,0.3,0.6,4,3,6,2,11,5,7,6,0,4,8,0,0,1,0,1,1
3828,0,5,1,6,1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0.4,0,0.61897092,8,1,-1,0,1,11,1,1,0,1,67,2,0.374165739,0.738101205,0.366606056,3.464101615,0,0.5,0.5,2,2,8,5,11,5,15,1,2,3,5,0,0,0,0,0,0
3830,0,5,1,5,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.7,0.9,1.12388834,7,1,-1,0,-1,7,1,1,2,1,92,3,0.374165739,0.764798899,0.392683078,3.464101615,0.5,0.7,0.6,3,2,7,2,8,4,5,2,1,3,9,0,0,0,1,1,0
3831,0,3,1,9,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.4,0.2,0.762807315,9,1,0,8,0,3,1,1,2,1,104,3,0.528961246,1.136799916,0.439886349,2.645751311,0,0.8,0.8,0,5,7,4,10,2,15,8,2,3,8,0,1,1,1,0,0
3832,0,1,1,9,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.1,0.1,-1,3,1,-1,0,-1,0,1,1,0,1,32,3,0.316227766,0.623489911,0.36152455,2.828427125,0.3,0.5,0.6,3,2,7,1,10,2,12,4,1,1,7,1,1,1,0,0,0
3834,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7,0.6,0.805838073,7,1,-1,0,-1,4,1,1,2,1,104,3,0.399749922,0.665222265,0.363318043,2.236067978,0.6,0.7,0,3,3,9,3,5,4,9,6,0,1,11,0,1,1,0,0,0
3835,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.5,0.614410286,11,1,-1,0,-1,0,1,1,2,1,46,3,0.4,0.71803796,0.366333182,3,0.2,0.8,0.2,2,3,7,2,12,1,5,7,3,6,8,0,0,1,1,0,0
3836,0,1,3,7,1,3,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,0.5,0.878919792,10,1,-1,0,-1,4,1,1,2,1,84,3,0.316227766,0.748317672,0.366742416,3.464101615,0,0.2,0.4,2,0,8,6,10,3,13,6,2,2,7,0,1,1,0,0,0
3840,0,1,2,4,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.4,0.879630604,7,1,-1,0,-1,0,1,1,1,1,34,2,0.4,0.767145616,-1,3.16227766,0.8,0.7,0.8,2,2,8,2,10,2,11,5,1,2,7,0,0,1,0,0,0
3841,0,2,1,3,1,0,0,0,0,1,0,0,0,0,0,13,0,1,0,0.9,0,1.281844374,11,0,1,0,0,10,1,1,2,1,28,3,0.374165739,0.895108378,0.32984845,3.16227766,0,0.3,0.6,2,1,6,0,9,4,7,7,1,2,6,0,0,1,0,1,0
3844,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.1,0.493077073,7,1,1,0,0,11,1,0,1,1,2,3,0.424264069,1.091563724,-1,3.741657387,0.5,0.5,0.5,1,3,7,0,9,2,3,9,1,5,11,0,1,0,0,0,0
3853,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.3,0,0.628490255,7,1,-1,0,-1,0,1,0,2,1,87,3,0.316227766,0.807173417,0.36152455,3.741657387,0.3,0.9,0,2,0,7,5,10,2,10,5,1,0,6,0,0,1,0,0,0
3854,0,2,1,7,0,6,0,1,0,0,0,0,0,0,0,6,1,0,0,0.1,0.1,-1,6,1,-1,8,0,13,1,0,0,1,4,2,0.565685425,1.665642109,0.518652099,3.741657387,0,0.2,0,3,2,6,3,10,2,6,8,2,3,6,0,0,1,0,0,0
3855,0,1,1,6,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.810863737,9,1,1,0,0,11,1,1,2,1,36,3,0.374165739,0.841400348,0.319061123,3.605551276,0.5,0,0.2,4,2,7,1,8,1,11,3,1,2,7,1,1,1,1,0,0
3859,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0.4,0,0.579870675,9,1,1,0,1,1,1,1,2,1,74,3,0.374165739,0.675393978,0.330302891,2.828427125,0.8,0.8,0.3,2,3,8,2,10,3,7,5,3,3,11,0,0,1,1,0,0
3861,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0.7,0.4,0.630476011,11,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.572871555,0.358329457,2.449489743,0.4,0.1,0.9,0,1,10,3,9,3,8,9,0,2,7,0,1,1,0,0,0
3862,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0.9,1.8,2.123087375,10,1,-1,0,-1,11,1,1,2,1,99,2,0.315594677,0.529735627,0.368781778,1.414213562,0.7,0.7,0.4,3,3,5,2,8,2,11,10,0,4,7,0,1,1,0,0,1
3864,0,4,1,3,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0,0.6,0.937749967,11,0,0,0,1,15,1,1,2,1,104,3,0.424264069,0.851238767,0.34423829,2.828427125,0.5,0.9,0.2,0,0,9,6,6,3,10,5,3,3,6,0,1,1,1,1,0
3865,0,3,2,3,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.8,0.8,1.565047923,10,1,-1,0,0,11,1,1,0,1,103,1,0.316227766,0.579451864,0.358329457,2.828427125,0.3,0.3,0.3,0,3,8,5,9,2,7,5,1,1,10,0,1,0,0,1,0
3868,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.4,0.5,1.127497228,7,1,-1,0,-1,1,1,1,2,1,38,1,0.316227766,0.688467576,0.359861084,3.605551276,0,0.6,0.7,2,2,9,4,10,1,9,7,0,4,8,0,1,0,0,1,0
3869,0,1,1,7,1,6,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.3,0.768114575,7,0,-1,0,-1,0,1,1,1,1,54,3,0.4,0.985640707,0.382622529,3.605551276,0,0.9,0.1,2,4,9,3,10,2,11,6,2,3,7,0,1,0,0,0,0
3871,0,2,1,11,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.3,0.3,-1,6,1,-1,0,1,0,1,1,0,1,86,3,0.4,0.948258517,-1,3.31662479,0.2,0.5,0.3,5,3,9,4,10,2,6,4,1,7,15,0,1,1,0,0,0
3872,0,2,1,8,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.3,0.787797563,7,1,-1,0,-1,14,1,1,2,1,68,3,0.399499687,0.698433903,0.407430976,2,0.7,0.8,0.2,3,2,7,5,8,1,9,4,2,5,6,0,1,0,1,1,0
3874,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.5,0.6,1.21526746,7,1,-1,0,-1,1,1,0,2,1,65,1,0.316227766,0.686423838,0.350713558,3.605551276,0.5,0.5,0.3,4,1,7,5,9,2,5,11,3,3,5,0,0,0,1,0,0
3876,0,5,1,2,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.6,0.3,0.84335639,11,1,-1,0,-1,11,1,1,2,1,53,2,0.468828327,0.533137447,0.431856458,0,0.6,0.8,0.5,2,0,4,4,10,2,11,7,1,5,11,0,1,1,1,0,0
3877,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0.9,0.5,0.733570038,6,0,-1,0,1,10,1,1,0,1,28,3,0.374165739,0.871993062,0.382099464,3,0.5,0.2,0.6,3,3,9,5,9,2,8,6,1,1,10,0,1,0,0,0,0
3878,0,4,3,11,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,1.2,1.559246613,11,1,1,0,1,10,1,1,2,1,83,2,0.424264069,0.919474787,0.342052628,3,0.2,0.5,0.3,3,1,6,2,10,1,7,5,2,3,6,0,1,0,1,1,0
3880,0,3,1,8,1,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0.4,0.5,0.985837208,4,1,-1,8,1,4,0,0,0,1,6,2,0.4,1.090909091,0.412189277,3.605551276,0.6,0.9,0,3,1,9,1,9,4,10,7,1,3,13,0,1,1,0,0,1
3884,0,3,1,7,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.8,0.3,0.749166203,11,1,-1,0,-1,1,1,1,2,1,51,2,0.374165739,0.845639643,0.401746189,3.605551276,0.3,0.6,0.6,4,3,8,2,11,4,10,5,1,1,8,0,1,0,0,0,0
3887,0,3,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.7,0,0.657171971,7,1,0,0,0,1,1,1,3,1,64,3,0.316069613,0.527723162,0.304138127,1.414213562,0,0.4,0.8,2,0,9,5,10,2,7,4,0,2,8,0,1,1,0,1,1
3890,0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0.6,0.4,0.814708537,7,1,0,0,1,1,1,1,3,1,74,3,0.397492138,0.425188339,-1,0,0.5,0.3,0.1,1,0,10,1,7,2,11,8,0,4,6,0,1,0,1,0,0
3892,0,5,1,4,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.6,0.890224691,11,0,-1,0,-1,10,1,1,0,1,83,2,0.424264069,0.90252172,0.418568991,2.828427125,0.4,0.2,0.9,2,1,8,3,7,3,6,10,1,2,8,0,0,1,1,1,0
3893,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.9,0.2,0.487339717,6,0,-1,0,1,11,1,1,0,1,53,2,0.447213595,0.79904385,0.425440948,3,0,0.4,0.6,2,2,9,3,10,2,9,10,0,2,4,0,1,0,0,0,0
3894,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,0.2,0.650480592,6,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.592829049,0.361939221,2.645751311,0,0.1,0.5,4,1,8,2,9,3,8,8,2,1,9,0,1,1,0,0,0
3898,0,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9,0.9,1.090871212,11,1,-1,0,-1,0,1,1,0,1,39,3,0.316069613,0.639456768,0.374432905,2.449489743,0.6,0.3,0.2,1,1,7,4,9,5,12,4,1,0,12,0,1,0,0,0,0
3900,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.2,0.1,-1,7,1,-1,2,-1,1,1,1,2,1,1,0,0.374165739,0.862439362,0.418927201,3.464101615,0.4,0.9,0.3,1,1,9,2,5,2,7,7,0,0,9,0,1,0,0,1,0
3906,0,4,2,6,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.6,0.2,0.742882898,6,1,-1,0,1,0,1,1,0,1,32,1,0.316227766,0.604049694,0.36152455,2.645751311,0.8,0.1,0.6,3,0,8,1,10,1,7,7,4,4,4,1,1,0,0,0,0
3908,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,0.4,0.711951543,11,1,-1,0,-1,11,1,0,2,1,36,3,0.374165739,0.873034984,0.379341535,3.605551276,0.5,0.2,0.5,1,1,10,3,8,4,10,3,2,5,11,0,1,0,1,0,0
3911,0,7,2,0,0,6,0,1,0,0,0,0,0,0,0,7,1,0,0,0.2,0.3,-1,0,1,-1,8,1,11,1,1,0,1,71,2,0.529150262,1.410563746,-1,3.605551276,0.9,0.6,0.1,1,2,7,3,7,2,12,5,3,2,10,0,1,1,0,0,0
3913,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.5,0.2,0.596343022,6,1,-1,0,0,0,1,1,0,1,62,3,0.4,0.787466384,0.382622529,2.828427125,0.1,0.9,0.6,3,2,8,1,11,1,5,9,0,5,5,0,1,1,0,0,1
3917,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.6,0.3,0.709313048,8,1,1,0,1,1,1,1,2,1,52,3,0.374165739,0.794037699,0.309030743,3.464101615,0.7,0.7,0.7,3,1,10,4,9,1,10,3,0,0,8,0,0,0,0,1,0
3920,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.1,0.2,-1,7,1,-1,0,-1,1,1,1,0,1,10,2,0.316227766,0.672235693,0.376828874,3.16227766,0.5,0.9,0.7,3,2,7,3,10,4,4,4,1,4,5,0,1,0,0,0,0
3921,0,0,1,5,0,2,1,0,0,0,0,0,0,0,0,3,0,0,1,0.5,0.6,0.97532046,11,1,0,0,0,11,1,1,2,1,104,2,0.4,1.000333622,0.342198773,3.464101615,0.5,0.1,0.5,3,2,9,2,8,5,12,4,0,4,8,0,0,1,0,0,0
3925,0,1,1,6,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0.6,0.9,1.035615759,11,0,-1,1,-1,6,1,1,2,1,104,3,0.447213595,0.80056798,0.368103246,2.828427125,0.2,0.2,0.6,2,2,9,2,10,3,12,8,1,4,7,0,1,0,0,0,0
3929,0,1,1,6,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.3,0.739509973,11,1,-1,0,-1,0,1,1,2,1,22,3,0.316227766,0.821461231,0.374566416,3.605551276,0.9,0.9,0.8,2,3,6,1,9,2,9,4,2,4,8,0,0,1,1,1,0
3931,0,4,1,4,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.2,0.2,-1,7,1,-1,0,-1,1,1,1,0,1,74,3,0.360555128,0.611714161,0.366742416,2.236067978,0.5,0.2,0.9,3,3,8,4,10,1,6,3,1,2,7,0,0,1,0,0,0
3935,0,2,1,5,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.3,0.3,-1,0,1,-1,8,1,11,1,1,0,1,24,2,0.489897949,1.030405521,0.494974747,3.31662479,0.8,0.7,0.2,1,2,9,4,8,3,6,3,1,6,8,0,0,1,0,0,1
3939,0,5,1,10,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.3,0.578251675,11,1,-1,0,-1,0,1,1,2,1,22,3,0.316227766,0.795786295,0.374566416,3.464101615,0.2,0.8,0.2,3,1,7,3,8,2,6,6,1,4,5,0,1,1,0,0,0
3941,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.7,0.984568433,11,0,-1,0,-1,11,1,0,2,1,2,3,0.424264069,1.03402847,0.346698717,3.605551276,0.5,0.4,0.6,2,3,9,3,10,3,3,4,2,3,4,0,0,0,0,1,0
3943,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.5,0.3,0.963716763,4,1,-1,8,0,11,1,0,0,1,104,2,0.529150262,1.888253161,-1,3.605551276,0.4,0.5,0.8,3,1,5,2,11,2,9,8,0,3,7,0,0,0,0,0,0
3949,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.1,0.2,-1,7,1,-1,0,-1,1,1,1,2,1,74,3,0.374165739,0.674781875,0.386134691,2.828427125,0.7,0.1,0.4,4,1,8,0,10,2,13,5,1,7,5,0,1,1,1,0,1
3953,0,5,2,1,1,0,0,0,1,0,0,0,0,0,0,9,0,1,0,0.5,0.5,0.82234421,2,0,0,0,1,10,1,1,1,1,28,3,0.374165739,0.702372014,0.327108545,2.236067978,0.9,0.7,0.9,4,2,9,1,10,4,5,5,0,3,6,0,0,1,1,1,0
3956,0,7,1,4,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.8,1.4,1.903943277,6,1,-1,0,0,10,0,1,0,1,83,2,0.424264069,1.168285722,0.400998753,3.605551276,0.6,0.3,0.5,5,1,8,2,9,4,7,4,0,3,9,0,1,1,0,1,0
3958,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.5,0.8,-1,11,1,-1,0,-1,10,1,1,2,1,89,2,0.387298335,1.027091698,0.388458492,3.741657387,0.5,0.3,0.4,3,2,10,4,9,1,3,10,1,4,6,0,1,0,0,0,1
3960,0,5,1,9,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.9,0.6,-1,11,0,1,0,1,10,0,1,2,1,28,3,0.387298335,1.058485976,0.338673884,3.741657387,0.8,0.7,0,2,3,5,3,10,4,6,3,2,0,8,0,1,0,0,1,0
3965,0,5,1,6,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.4,0,0.515388203,11,1,-1,0,-1,1,1,1,2,1,74,3,0.424264069,0.750396589,0.377491722,3.16227766,0.7,0.7,0.6,2,1,7,5,9,3,7,11,2,3,8,0,1,1,0,1,0
3967,0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.6,0.4,0.766077672,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.692134082,0.368510515,3.31662479,0.7,0.7,0.2,2,1,5,2,7,3,5,6,0,3,7,0,1,1,0,0,0
3971,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.4,0,1.074709263,7,1,1,0,0,7,1,0,2,1,79,3,0.387298335,0.948051503,0.328785645,3.605551276,0.1,0,0.1,2,2,10,3,10,1,6,8,1,4,12,0,1,1,0,1,1
3972,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,1.3,1.297112177,10,1,-1,0,-1,1,1,1,2,1,52,3,0.374165739,0.812499205,0.368103246,3.605551276,0.7,0.2,0.2,2,2,9,5,8,1,5,3,1,2,7,0,1,1,1,0,1
3973,0,5,1,4,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.4,0.825757228,6,1,-1,0,0,1,1,1,0,1,10,2,0.316227766,0.705805325,0.381444623,3.16227766,0.1,0.5,0,1,1,8,4,11,1,9,5,3,3,7,0,1,1,0,1,1
3976,0,3,1,6,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.9,0.9,1.461591598,4,1,-1,0,1,11,1,1,0,1,19,3,0.315594677,0.514841707,0.366060104,1,0.4,0.1,0.2,3,4,8,2,9,0,11,3,0,1,9,0,0,0,0,1,0
3977,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.2,0.674536878,11,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.705292859,0.368510515,3.464101615,0,0.8,0,2,3,6,5,10,6,5,8,0,1,5,0,1,1,1,0,1
3979,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.7,0,0.510514446,3,1,-1,0,-1,14,1,1,2,1,60,1,0.316227766,0.622063349,0.347275107,3.16227766,0,0.5,0.5,2,3,8,4,9,4,6,3,2,2,10,0,0,1,0,0,0
3980,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.7,1.134680572,11,1,-1,0,-1,11,1,1,0,1,36,3,0.374165739,0.920608854,0.379473319,3.741657387,0.8,0.2,0,3,1,8,3,9,3,12,11,2,3,2,0,1,0,1,0,0
3984,0,1,1,4,0,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0.2,0.2,-1,7,1,1,0,0,11,1,1,2,1,104,2,0.316227766,0.654750599,0.300832179,3.16227766,0.7,0.2,0.4,1,1,8,3,9,4,8,3,7,2,5,0,1,1,1,1,1
3985,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.7,0.5,0.9826622,10,0,-1,0,1,11,1,1,0,1,104,2,0.447213595,0.782267313,0.411096096,3.16227766,0.8,0.6,0.8,3,0,8,4,10,4,10,4,0,2,9,0,1,0,0,1,1
3987,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.6,0.5,1.239707627,10,1,-1,0,0,6,1,1,0,1,26,1,0.368781778,0.5767177,0.34568772,2.236067978,0.3,0.3,0,4,2,8,3,10,2,7,2,4,3,3,0,0,0,1,1,0
3994,0,5,2,8,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.1,0.2,-1,7,1,-1,0,-1,10,1,1,2,1,55,2,0.424264069,1.081397932,0.416533312,3.605551276,0.1,0.1,0.6,3,3,8,3,11,3,9,4,2,2,5,1,1,1,0,0,0
3995,0,5,1,7,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.2,0,-1,9,0,1,8,0,3,-1,0,2,1,104,2,0.5,1.617057832,0.442718872,3.741657387,0.8,0.6,0,2,2,7,2,11,4,10,7,0,2,7,0,0,1,1,1,0
3999,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.4,0,0.577169819,7,1,-1,1,-1,3,1,1,0,1,59,3,0.316227766,0.695543666,0.349857114,3.464101615,0.3,0.6,0.6,2,2,8,1,11,2,9,5,1,2,4,1,1,1,0,0,0
4001,0,1,1,5,0,6,0,0,1,0,0,0,0,0,0,11,1,0,0,0,0,0.956229575,7,1,0,0,0,11,1,1,2,1,101,3,0.374165739,0.842619881,0.321403174,3.464101615,0.1,0.7,0.8,3,2,7,3,9,3,5,8,2,2,5,1,1,1,0,0,0
4002,0,2,4,7,1,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0.9,0.6,0.743723739,11,1,1,0,1,7,1,1,2,1,92,3,0.374165739,0.766579825,0.327871926,3.464101615,0.9,0.2,0.9,1,3,8,2,7,2,11,8,2,0,6,0,1,0,0,0,0
4003,0,3,1,8,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.6,0.4,0.651440711,7,1,1,0,0,11,1,1,2,1,103,1,0.316227766,0.577702059,0.288790582,2.828427125,0.1,0.4,0.7,2,1,4,2,11,2,7,3,4,3,11,0,1,1,0,0,0
4004,0,3,1,7,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.4,0,0.872496418,4,1,-1,0,1,15,1,1,0,1,5,2,0.447213595,1.134589524,0.4,3.605551276,0.3,0.7,0.1,1,1,7,5,6,1,5,3,3,4,6,0,1,1,0,0,0
4009,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0.7,0.9,0.956882961,8,1,-1,0,0,11,1,0,0,1,103,2,0.316227766,0.776062322,0.358329457,3.741657387,0.8,0.5,0.6,2,2,8,5,9,4,7,8,1,2,4,0,0,0,0,1,0
4011,0,0,1,6,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0.2,-1,3,1,-1,0,-1,0,1,1,2,1,32,3,0.316227766,0.614208488,0.36152455,2.828427125,0.2,0.9,0.9,3,1,8,3,10,3,14,3,2,2,12,0,1,1,1,0,1
4013,0,6,1,11,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.9,0.4,0.744983221,7,1,1,0,1,0,1,1,1,1,104,2,0.445421149,0.608700689,-1,1.732050808,0.3,0.5,0.7,1,3,9,5,10,3,11,4,1,4,11,0,0,0,0,1,1
4015,0,5,1,8,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.9,0.2,0.659071316,7,1,1,0,1,11,1,1,2,1,99,2,0.316227766,0.630476011,0.303315018,3,0,0.4,0.4,1,1,10,4,8,3,6,4,0,2,10,0,0,1,1,0,0
4016,0,4,2,2,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.2,0.656220237,7,1,-1,0,-1,1,1,1,2,1,10,2,0.316227766,0.658793036,0.376828874,3,0.7,0,0.7,2,3,7,2,10,2,11,4,2,2,6,0,0,1,0,1,1
4017,0,2,2,8,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.8,0.2,0.820060973,6,1,-1,0,1,11,1,1,0,1,101,3,0.374165739,0.821332318,0.384967531,3.605551276,0.3,0.7,0.8,1,2,7,4,9,3,5,5,0,6,12,0,1,0,1,1,0
4019,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.5,0.3,0.664266513,11,1,-1,0,-1,11,1,1,2,1,99,2,0.316227766,0.631011585,0.368781778,3,0.8,0.6,0.9,2,3,9,2,9,1,6,8,1,2,9,0,0,1,1,1,0
4020,1,1,1,5,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,0.8,0.3,0.664266513,7,1,-1,0,-1,14,1,1,1,1,29,3,0.4,0.929594353,0.398497177,3.31662479,0.3,0.4,0.5,5,2,10,0,7,3,8,4,1,2,4,0,1,1,0,0,0
4027,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.6,1.3,1.481342297,11,1,-1,0,-1,6,1,1,2,1,27,3,0.374165739,0.757005846,0.390768474,3.464101615,0.9,0.1,0.3,4,0,10,1,9,3,7,4,0,3,3,0,1,0,0,0,1
4028,0,6,1,5,1,6,0,1,0,0,0,0,0,0,0,13,1,0,0,0.3,0,0.792937576,4,1,-1,0,1,0,1,1,0,1,62,3,0.4,0.792096809,0.382622529,2.828427125,0.8,0,0.9,1,4,9,5,9,3,8,5,2,0,11,0,0,0,0,0,0
4030,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.4,0.3,0.595294045,7,1,1,0,0,11,1,0,2,1,11,2,0.316227766,0.767805179,0.303315018,3.741657387,0,0.7,0.9,2,3,7,5,10,3,7,4,3,2,5,1,1,0,0,0,0
